"Horas_Estudio","Asistencia","Involucramiento_Parental","Acceso_Recursos","Actividades_Extracurriculares","Horas_Sueno","Puntuaciones_Previas","Nivel_Motivacion","Acceso_Internet","Sesiones_Tutoria","Ingresos_Familiares","Calidad_Profesor","Tipo_Escuela","Influencia_Companeros","Actividad_Fisica","Discapacidades_Aprendizaje","Nivel_Educativo_Padres","Distancia_Hogar","Sexo","Puntuacion_Examen"
17,87,"Medio","Medio","Si",8,92,"Media","No",3,"Alto","Baja","Publica","Negativa",2,"No","Universitaria","Cerca","Masculino",68
18,89,"Medio","Medio","No",7,66,"Media","Si",2,"Medio","Media","Publica","Positiva",3,"No","Universitaria","Moderado","Masculino",68
23,88,"Medio","Medio","No",7,69,"Media","Si",3,"Bajo","Alta","Publica","Negativa",3,"No","Secundaria","Cerca","Masculino",69
28,65,"Bajo","Medio","Si",7,77,"Alta","Si",1,"Bajo","Alta","Publica","Positiva",3,"No","Universitaria","Cerca","Masculino",67
16,86,"Medio","Bajo","No",7,94,"Baja","Si",0,"Bajo","Media","Privada","Positiva",4,"No","Secundaria","Cerca","Masculino",66
21,71,"Medio","Medio","Si",6,79,"Media","Si",1,"Bajo","Media","Privada","Neutral",4,"No","Postgrado","Lejos","Masculino",65
22,61,"Medio","Alto","No",5,60,"Alta","Si",0,"Alto","Baja","Privada","Neutral",2,"No","Secundaria","Moderado","Masculino",63
14,77,"Alto","Bajo","No",7,54,"Media","Si",1,"Medio","Alta","Publica","Negativa",2,"No","Secundaria","Moderado","Masculino",62
20,77,"Alto","Alto","No",6,55,"Media","Si",1,"Alto","Baja","Privada","Neutral",1,"No","Universitaria","Cerca","Masculino",67
11,79,"Medio","Medio","Si",8,98,"Media","Si",2,"Bajo","Media","Publica","Neutral",4,"No","Secundaria","Cerca","Femenino",65
9,88,"Medio","Medio","Si",7,91,"Media","Si",1,"Bajo",NA,"Publica","Negativa",3,"No","Universitaria","Cerca","Femenino",66
22,72,"Bajo","Alto","No",7,88,"Media","No",2,"Medio","Media","Publica","Positiva",4,"No","Secundaria","Cerca","Femenino",66
18,73,"Medio","Medio","Si",8,75,"Media","Si",0,"Alto","Media","Publica","Neutral",1,"Si","Universitaria","Cerca","Femenino",64
21,62,"Alto","Medio","Si",5,84,"Media","Si",5,"Bajo","Media","Publica","Positiva",4,"No","Secundaria","Cerca","Femenino",67
20,87,"Medio","Medio","No",10,56,"Media","Si",2,"Medio","Media","Publica","Neutral",2,"No","Universitaria","Moderado","Femenino",67
14,83,"Bajo","Bajo","No",4,81,"Baja","Si",1,"Bajo","Media","Publica","Negativa",4,"Si","Secundaria","Moderado","Masculino",61
20,74,"Medio","Medio","Si",9,91,"Media","Si",1,"Bajo","Media","Publica","Neutral",5,"No","Secundaria","Cerca","Masculino",66
13,88,"Alto","Medio","Si",7,53,"Media","Si",2,"Medio","Media","Privada","Negativa",4,"No","Universitaria","Moderado","Masculino",66
28,81,"Medio","Bajo","Si",6,65,"Media","Si",1,"Bajo","Media","Publica","Positiva",2,"No","Secundaria","Moderado","Masculino",67
12,79,"Alto","Medio","No",5,56,"Alta","Si",1,"Bajo","Baja","Publica","Positiva",5,"No","Secundaria","Cerca","Femenino",64
19,80,"Alto","Bajo","No",6,63,"Baja","Si",1,"Bajo","Media","Publica","Neutral",3,"No","Secundaria","Cerca","Masculino",64
14,85,"Bajo","Medio","No",7,89,"Media","Si",2,"Medio","Alta","Publica","Positiva",2,"No","Universitaria","Moderado","Masculino",67
23,86,"Bajo","Alto","No",7,67,"Baja","Si",2,"Medio","Alta","Privada","Neutral",3,"Si","Universitaria","Cerca","Femenino",68
18,72,"Medio","Bajo","No",9,84,"Media","Si",2,"Medio","Media","Publica","Neutral",4,"No","Secundaria","Cerca","Masculino",64
17,66,"Medio","Medio","Si",7,89,"Media","Si",0,"Medio","Media","Privada","Negativa",3,"No","Universitaria","Cerca","Masculino",63
25,66,"Medio","Alto","Si",7,91,"Media","Si",2,"Bajo","Alta","Publica","Neutral",3,"No","Universitaria","Cerca","Masculino",68
20,86,"Bajo","Bajo","No",8,94,"Baja","Si",2,"Bajo","Media","Privada","Negativa",2,"No","Secundaria","Lejos","Femenino",64
23,95,"Bajo","Medio","Si",7,80,"Alta","Si",2,"Bajo","Media","Publica","Neutral",4,"No","Secundaria","Moderado","Femenino",70
14,76,"Bajo","Medio","No",7,64,"Media","Si",3,"Medio","Media","Privada","Positiva",3,"No","Universitaria","Cerca","Masculino",64
12,67,"Alto","Medio","No",7,58,"Media","Si",0,"Alto","Media","Publica","Neutral",2,"Si","Secundaria","Lejos","Masculino",59
21,90,"Alto","Medio","Si",8,75,"Media","Si",4,"Bajo","Alta","Publica","Neutral",2,"No","Secundaria","Moderado","Masculino",71
18,93,"Bajo","Medio","Si",6,55,"Media","Si",3,"Bajo","Media","Publica","Negativa",5,"No","Secundaria","Moderado","Masculino",67
24,95,"Medio","Bajo","Si",6,96,"Alta","Si",3,"Bajo","Media","Privada","Neutral",3,"No","Postgrado","Cerca","Femenino",73
20,84,"Bajo","Bajo","No",8,72,"Media","Si",3,"Alto","Media","Publica","Neutral",3,"No","Secundaria","Cerca","Masculino",66
21,94,"Alto","Alto","No",5,94,"Media","Si",2,"Bajo","Alta","Privada","Neutral",2,"No","Universitaria","Cerca","Masculino",73
10,61,"Alto","Medio","Si",7,85,"Alta","Si",1,"Medio","Media","Publica","Neutral",4,"No","Secundaria","Cerca","Femenino",62
31,64,"Medio","Alto","No",6,93,"Media","Si",1,"Bajo","Alta","Publica","Neutral",3,"No","Secundaria","Cerca","Femenino",69
19,64,"Medio","Alto","No",8,94,"Media","Si",3,"Medio","Alta","Privada","Neutral",3,"Si","Postgrado","Cerca","Femenino",66
24,89,"Medio","Bajo","Si",9,53,"Media","Si",1,"Bajo","Alta","Privada","Neutral",3,"No","Secundaria","Cerca","Masculino",68
15,63,"Medio","Medio","Si",6,86,"Baja","Si",4,"Alto","Media","Publica","Positiva",5,"No","Secundaria","Cerca","Masculino",65
22,80,"Medio","Medio","Si",8,61,"Alta","Si",1,"Bajo","Media","Publica","Positiva",2,"No","Universitaria","Moderado","Masculino",67
12,79,"Medio","Medio","Si",7,99,"Baja","Si",2,"Medio","Media","Publica","Negativa",2,"Si","Secundaria","Cerca","Femenino",64
23,72,"Alto","Alto","Si",6,89,"Media","No",0,"Medio","Alta","Privada","Negativa",3,"No","Secundaria","Moderado","Masculino",67
18,95,"Bajo","Bajo","Si",7,50,"Baja","Si",3,"Medio","Media","Privada","Neutral",3,"No","Secundaria","Moderado","Femenino",66
20,67,"Alto","Medio","No",9,96,"Alta","Si",1,"Alto","Alta","Publica","Positiva",3,"No","Secundaria","Cerca","Femenino",68
24,74,"Medio","Medio","Si",7,65,"Baja","Si",3,"Medio","Alta","Publica","Neutral",2,"No","Universitaria","Cerca","Masculino",68
13,91,"Medio","Bajo","Si",9,71,"Baja","Si",1,"Bajo","Media","Publica","Positiva",2,"No","Universitaria","Lejos","Masculino",64
16,61,"Alto","Medio","Si",7,81,"Baja","Si",2,"Medio","Media","Publica","Neutral",1,"No","Secundaria","Cerca","Femenino",63
23,87,"Alto","Medio","No",5,96,"Media","Si",2,"Medio","Media","Publica","Positiva",3,"No","Universitaria","Moderado","Femenino",72
33,93,"Alto","Medio","No",7,96,"Media","Si",1,"Bajo","Alta","Publica","Positiva",1,"No","Postgrado","Moderado","Femenino",75
19,97,"Alto","Medio","No",5,78,"Baja","Si",2,"Bajo","Media","Publica","Positiva",3,"No","Secundaria","Cerca","Masculino",71
24,95,"Alto","Medio","No",7,66,"Baja","Si",2,"Alto","Alta","Publica","Negativa",3,"No","Secundaria","Cerca","Masculino",71
19,73,"Medio","Medio","Si",6,64,"Baja","Si",4,"Medio","Media","Publica","Positiva",5,"Si","Universitaria","Cerca","Femenino",66
32,83,"Alto","Medio","Si",10,68,"Media","No",3,"Bajo","Media","Privada","Positiva",4,"No","Secundaria","Moderado","Femenino",71
10,63,"Alto","Medio","No",9,59,"Baja","Si",0,"Medio","Alta","Publica","Positiva",5,"No","Postgrado","Moderado","Masculino",61
21,70,"Medio","Medio","Si",7,83,"Media","Si",1,"Medio","Media","Publica","Neutral",3,"No","Secundaria","Lejos","Masculino",65
10,64,"Medio","Bajo","No",9,76,"Baja","Si",1,"Bajo","Media","Privada","Positiva",1,"No","Secundaria","Cerca","Femenino",58
5,73,"Alto","Bajo","Si",6,89,"Alta","Si",1,"Medio","Media","Publica","Neutral",2,"No","Secundaria","Cerca","Masculino",62
22,95,"Alto","Bajo","No",5,55,"Media","Si",2,"Alto","Alta","Publica","Neutral",0,"Si","Universitaria","Cerca","Femenino",69
21,74,"Medio","Bajo","Si",8,70,"Media","Si",1,"Medio","Media","Publica","Neutral",3,"No","Postgrado","Lejos","Masculino",65
18,82,"Alto","Medio","Si",8,62,"Alta","Si",3,"Bajo","Media","Privada","Neutral",4,"No","Secundaria","Cerca","Femenino",69
19,77,"Alto","Medio","Si",6,77,"Alta","Si",1,"Bajo","Alta","Privada","Neutral",3,"No","Universitaria","Cerca","Femenino",68
39,78,"Medio","Medio","No",6,73,"Media","Si",0,"Bajo","Media","Publica","Positiva",2,"No","Universitaria","Lejos","Masculino",70
18,99,"Alto","Medio","Si",8,72,"Media","Si",4,"Bajo","Media","Publica","Neutral",4,"No","Secundaria","Cerca","Femenino",72
23,72,"Bajo","Medio","Si",4,66,"Baja","No",3,"Bajo","Media","Privada","Positiva",4,"No","Postgrado","Cerca","Femenino",66
16,85,"Bajo","Alto","Si",8,86,"Baja","Si",2,"Alto","Media","Privada","Neutral",4,"No","Secundaria","Cerca","Femenino",68
22,77,"Medio","Medio","Si",7,74,"Alta","Si",2,"Bajo","Baja","Privada","Negativa",4,"No","Universitaria","Cerca","Masculino",67
19,62,"Alto","Bajo","Si",8,60,"Media","Si",1,"Bajo","Media","Publica","Positiva",2,"No","Universitaria","Lejos","Femenino",61
18,80,"Bajo","Bajo","Si",8,77,"Media","Si",1,"Bajo","Alta","Publica","Negativa",2,"No","Universitaria","Cerca","Femenino",64
31,93,"Alto","Medio","No",6,80,"Media","Si",3,"Medio","Media","Publica","Neutral",2,"No","Secundaria","Cerca","Masculino",74
27,64,"Medio","Medio","No",5,51,"Alta","Si",1,"Bajo","Alta","Publica","Negativa",3,"No","Secundaria","Cerca","Femenino",64
21,63,"Alto","Bajo","Si",9,60,"Media","Si",2,"Medio","Media","Publica","Negativa",2,"No","Postgrado","Cerca","Masculino",64
6,66,"Alto","Medio","Si",7,62,"Baja","Si",2,"Bajo","Media","Publica","Neutral",4,"No","Postgrado","Cerca","Masculino",61
18,91,"Alto","Alto","Si",7,62,"Media","Si",3,"Bajo","Media","Privada","Positiva",3,"No","Secundaria","Cerca","Masculino",71
36,89,"Alto","Bajo","Si",8,62,"Baja","Si",2,"Bajo","Alta","Privada","Negativa",3,"No","Universitaria","Moderado","Masculino",72
19,83,"Alto","Alto","No",6,64,"Media","Si",0,"Medio","Media","Privada","Negativa",5,"No","Postgrado","Cerca","Femenino",68
27,79,"Bajo","Alto","Si",8,63,"Alta","Si",2,"Bajo","Media","Publica","Negativa",5,"No","Universitaria","Moderado","Femenino",69
29,96,"Medio","Alto","No",8,94,"Alta","No",2,"Bajo","Alta","Publica","Negativa",4,"No","Secundaria","Cerca","Masculino",74
21,91,"Medio","Alto","Si",9,66,"Baja","Si",3,"Bajo","Media","Publica","Neutral",4,"No","Universitaria","Moderado","Femenino",70
15,92,"Alto","Bajo","Si",9,67,"Baja","Si",1,"Alto","Alta","Publica","Positiva",2,"No","Postgrado","Cerca","Masculino",69
5,93,"Bajo","Bajo","No",7,63,"Media","Si",2,"Medio","Alta","Publica","Neutral",3,"No","Postgrado","Cerca","Masculino",64
24,86,"Bajo","Bajo","Si",8,98,"Media","Si",2,"Alto","Media","Publica","Positiva",5,"No","Postgrado","Lejos","Masculino",71
15,78,"Alto","Bajo","Si",7,77,"Baja","Si",0,"Alto","Media","Publica","Neutral",3,"No","Universitaria","Cerca","Masculino",65
21,95,"Alto","Medio","Si",7,81,"Media","Si",0,"Medio","Media","Publica","Neutral",3,"No","Secundaria","Cerca","Masculino",71
13,97,"Alto","Alto","Si",5,87,"Baja","Si",1,"Medio","Alta","Publica","Neutral",2,"No","Postgrado",NA,"Femenino",71
18,61,"Bajo","Medio","Si",7,67,"Media","Si",5,"Alto","Alta","Publica","Positiva",2,"No","Postgrado","Cerca","Masculino",66
20,62,"Medio","Medio","No",4,98,"Alta","Si",1,"Alto","Baja","Publica","Negativa",4,"No","Secundaria","Cerca","Masculino",64
22,98,"Medio","Medio","No",7,58,"Media","Si",0,"Medio",NA,"Privada","Neutral",3,"No",NA,"Cerca","Masculino",70
13,71,"Bajo","Bajo","No",9,73,"Baja","Si",1,"Alto","Alta","Privada","Neutral",3,"No","Secundaria","Moderado","Masculino",61
27,95,"Medio","Medio","Si",8,57,"Alta","Si",1,"Medio","Baja","Privada","Positiva",3,"No","Secundaria","Moderado","Femenino",71
16,76,"Medio","Medio","No",7,90,"Media","Si",0,"Bajo","Media","Publica","Neutral",3,"No","Postgrado","Moderado","Masculino",65
10,65,"Bajo","Alto","No",7,55,"Media","Si",0,"Bajo","Alta","Publica","Neutral",3,"No","Secundaria","Cerca","Femenino",59
19,63,"Medio","Medio","Si",6,78,"Baja","Si",3,"Medio","Media","Publica","Neutral",2,"Si","Universitaria","Cerca","Masculino",63
20,66,"Medio","Medio","Si",6,55,"Baja","Si",1,"Alto","Alta","Publica","Negativa",3,"No","Postgrado","Moderado","Femenino",64
21,70,"Bajo","Bajo","No",8,73,"Baja","Si",0,"Alto","Media","Publica","Neutral",4,"No","Universitaria","Cerca","Masculino",63
28,80,"Alto","Alto","No",5,64,"Media","Si",1,"Bajo","Media","Privada","Neutral",2,"No","Postgrado","Moderado","Femenino",70
19,88,"Alto","Medio","Si",5,95,"Media","Si",1,"Medio","Alta","Publica","Neutral",3,"No","Secundaria","Cerca","Masculino",70
19,99,"Alto","Alto","Si",8,53,"Media","Si",1,"Medio","Media","Privada","Neutral",4,"No","Universitaria","Cerca","Masculino",72
13,78,"Medio","Alto","No",7,82,"Alta","Si",0,"Bajo","Alta","Publica","Neutral",2,"No","Universitaria","Moderado","Femenino",65
25,81,"Alto","Medio","Si",7,85,"Alta","Si",3,"Medio","Media","Publica","Negativa",1,"No","Postgrado","Moderado","Femenino",71
21,81,"Alto","Medio","Si",7,94,"Media","Si",3,"Medio","Media","Publica","Neutral",1,"No","Postgrado","Moderado","Masculino",70
17,82,"Medio","Bajo","No",10,94,"Media","Si",1,"Alto","Alta","Privada","Neutral",3,"No","Secundaria","Moderado","Femenino",66
9,81,"Medio","Medio","Si",7,99,"Media","Si",2,"Bajo","Media","Publica","Neutral",3,"No","Secundaria","Moderado","Femenino",64
29,60,"Bajo","Alto","No",7,63,"Media","Si",0,"Bajo","Media","Publica","Negativa",4,"No","Postgrado","Cerca","Masculino",64
13,60,"Alto","Bajo","No",10,64,"Baja","Si",1,"Medio","Media","Publica","Neutral",4,"No","Universitaria","Lejos","Masculino",59
16,64,"Medio","Alto","Si",7,70,"Media","Si",5,"Bajo","Baja","Publica","Positiva",4,"No","Secundaria","Moderado","Masculino",65
22,64,"Alto","Medio","Si",10,77,"Media","Si",1,"Bajo","Alta","Publica","Positiva",3,"No","Secundaria","Moderado","Masculino",66
13,88,"Medio","Medio","Si",4,68,"Alta","Si",1,"Alto","Media","Publica","Positiva",2,"No","Secundaria","Cerca","Femenino",67
11,68,"Alto","Medio","Si",5,87,"Media","Si",1,"Bajo","Media","Publica","Positiva",4,"Si","Secundaria","Lejos","Masculino",62
7,96,"Alto","Bajo","No",6,50,"Media","Si",1,"Alto","Media","Privada","Negativa",3,"No","Universitaria","Cerca","Masculino",65
24,97,"Alto","Medio","Si",8,51,"Media","Si",3,"Bajo",NA,"Publica","Neutral",2,"No","Postgrado","Cerca","Femenino",73
17,99,"Medio","Medio","No",10,86,"Baja","Si",1,"Medio","Media","Privada","Positiva",2,"No","Universitaria","Cerca","Masculino",70
38,98,"Bajo","Medio","No",6,94,"Media","Si",2,"Bajo","Baja","Publica","Negativa",4,"No","Postgrado","Cerca","Femenino",75
14,71,"Alto","Alto","Si",8,89,"Media","Si",0,"Medio","Media","Publica","Neutral",3,"No","Postgrado","Cerca","Femenino",66
14,80,"Alto","Medio","No",10,56,"Baja","Si",1,"Bajo","Media","Publica","Positiva",3,"No","Postgrado","Moderado","Femenino",65
17,67,"Medio","Medio","No",9,97,"Media","Si",1,"Medio","Baja","Publica","Neutral",3,"No","Postgrado","Moderado","Femenino",64
21,92,"Alto","Bajo","No",6,76,"Baja","Si",2,"Bajo","Media","Publica","Positiva",5,"No","Universitaria","Cerca","Masculino",70
17,96,"Medio","Alto","Si",8,87,"Media","Si",0,"Medio","Media","Privada","Positiva",5,"No","Secundaria","Moderado","Masculino",71
24,94,"Bajo","Medio","No",8,60,"Baja","Si",0,"Medio","Media","Publica","Neutral",3,"No","Secundaria","Cerca","Masculino",68
14,77,"Medio","Medio","Si",6,77,"Baja","Si",1,"Bajo","Alta","Privada","Neutral",2,"No","Universitaria","Cerca","Masculino",64
12,90,"Alto","Alto","No",8,67,"Baja","Si",2,"Bajo","Baja","Publica","Neutral",3,"No","Secundaria","Cerca","Femenino",67
9,64,"Medio","Alto","Si",6,99,"Media","Si",6,"Bajo","Alta","Publica","Positiva",6,"Si","Secundaria","Moderado","Masculino",65
7,62,"Alto","Medio","Si",7,74,"Media","Si",3,"Medio","Media","Publica","Neutral",3,"No","Postgrado","Cerca","Femenino",62
17,90,"Bajo","Alto","Si",5,88,"Baja","Si",1,"Medio","Media","Publica","Negativa",1,"No","Universitaria","Cerca","Femenino",68
18,77,"Alto","Medio","Si",4,80,"Media","Si",1,"Medio","Baja","Privada","Negativa",2,"No","Universitaria","Cerca","Masculino",66
16,100,"Alto","Alto","Si",7,55,"Alta","Si",1,"Bajo","Media","Publica","Negativa",2,"Si","Universitaria","Moderado","Masculino",69
27,64,"Medio","Medio","Si",7,77,"Alta","Si",3,"Alto","Media","Publica","Neutral",4,"No","Secundaria","Moderado","Masculino",68
27,94,"Medio","Bajo","No",5,77,"Media","Si",0,"Medio","Alta","Publica","Positiva",2,"No","Universitaria","Cerca","Femenino",71
18,79,"Medio","Alto","Si",8,86,"Media","Si",3,"Bajo","Baja","Publica","Neutral",4,"No","Universitaria","Cerca","Femenino",68
9,93,"Alto","Bajo","Si",7,66,"Media","Si",0,"Bajo","Baja","Privada","Neutral",2,"No","Universitaria","Moderado","Masculino",64
17,93,"Bajo","Medio","No",8,93,"Baja","Si",0,"Bajo","Media","Publica","Negativa",3,"No","Universitaria","Moderado","Masculino",66
16,97,"Medio","Bajo","Si",8,81,"Alta","Si",0,"Alto","Alta","Privada","Positiva",2,"No","Secundaria","Cerca","Masculino",70
16,72,"Bajo","Medio","No",9,52,"Media","Si",1,"Medio","Alta","Publica","Negativa",1,"Si","Universitaria","Moderado","Femenino",60
16,98,"Medio","Medio","Si",8,85,"Baja","Si",0,"Bajo","Alta","Publica","Positiva",2,"No","Universitaria","Lejos","Masculino",69
16,66,"Medio","Medio","Si",7,95,"Baja","Si",1,"Medio","Media","Publica","Positiva",4,"No","Universitaria","Cerca","Masculino",65
18,63,"Alto","Alto","Si",7,84,"Media","Si",1,"Medio","Alta","Publica","Neutral",2,"No","Secundaria","Cerca","Femenino",66
16,77,"Medio","Bajo","No",10,69,"Media","Si",1,"Medio","Media","Privada","Neutral",3,"No","Secundaria","Cerca","Femenino",64
21,93,"Medio","Alto","No",8,80,"Media","Si",0,"Alto","Alta","Publica","Positiva",1,"No","Universitaria","Moderado","Femenino",71
22,79,"Alto","Bajo","No",7,59,"Media","Si",0,"Medio","Media","Publica","Positiva",3,"No","Universitaria","Cerca","Masculino",66
15,93,"Medio","Bajo","Si",7,80,"Baja","Si",0,"Bajo","Media","Publica","Positiva",3,"No","Secundaria","Cerca","Femenino",66
28,89,"Medio","Medio","No",6,75,"Media","Si",1,"Bajo","Baja","Privada","Negativa",3,"No","Secundaria","Moderado","Masculino",68
14,68,"Alto","Alto","No",5,51,"Alta","Si",1,"Alto","Media","Publica","Neutral",5,"Si","Secundaria","Moderado","Masculino",63
10,98,"Medio","Bajo","Si",10,66,"Baja","Si",1,"Bajo","Alta","Publica","Negativa",2,"No","Universitaria","Cerca","Femenino",66
22,62,"Bajo","Medio","No",8,60,"Baja","No",0,"Medio","Alta","Publica","Positiva",2,"No","Universitaria","Cerca","Masculino",61
15,96,"Medio","Bajo","No",5,70,"Alta","Si",4,"Bajo","Alta","Privada","Positiva",3,"No","Universitaria","Cerca","Masculino",70
22,72,"Medio","Alto","Si",7,62,"Baja","Si",5,"Alto","Media","Privada","Neutral",2,"No","Universitaria","Moderado","Femenino",68
6,80,"Medio","Medio","Si",9,92,"Baja","Si",5,"Bajo","Media","Publica","Neutral",2,"No","Postgrado","Moderado","Masculino",65
28,77,"Alto","Medio","No",6,85,"Alta","Si",0,"Bajo","Media","Publica","Negativa",1,"No","Postgrado","Cerca","Femenino",69
24,67,"Medio","Alto","Si",6,87,"Baja","Si",0,"Medio","Media","Publica","Positiva",4,"No","Universitaria","Cerca","Masculino",67
11,74,"Alto","Medio","No",8,68,"Baja","Si",0,"Medio","Media","Publica","Positiva",3,"No","Secundaria","Moderado","Masculino",62
11,68,"Bajo","Alto","Si",8,50,"Baja","Si",2,"Bajo","Alta","Privada","Positiva",4,"No","Secundaria","Cerca","Femenino",61
30,68,"Alto","Alto","Si",6,61,"Alta","Si",1,"Medio","Media","Publica","Positiva",3,"No","Postgrado",NA,"Femenino",70
16,67,"Alto","Medio","Si",6,88,"Media","Si",0,"Alto","Baja","Publica","Neutral",3,"No","Universitaria","Cerca","Masculino",65
15,80,"Alto","Medio","No",8,80,"Media","Si",1,"Bajo","Media","Publica","Neutral",4,"No","Secundaria","Moderado","Femenino",65
6,92,"Medio","Medio","Si",5,77,"Media","Si",1,"Bajo","Alta","Publica","Positiva",4,"No","Secundaria","Cerca","Masculino",66
18,83,"Medio","Alto","Si",6,64,"Baja","No",1,"Medio","Alta","Privada","Negativa",3,"No","Secundaria","Cerca","Femenino",66
19,96,"Medio","Medio","Si",7,54,"Alta","Si",1,"Bajo","Media","Publica","Neutral",3,"No","Universitaria","Cerca","Masculino",69
24,85,"Alto","Alto","No",8,89,"Media","Si",1,"Bajo","Media","Publica","Neutral",3,"No","Secundaria","Moderado","Femenino",70
12,88,"Alto","Medio","No",6,52,"Baja","No",1,"Medio","Alta","Publica","Negativa",1,"No","Secundaria","Cerca","Masculino",63
11,87,"Bajo","Medio","No",8,53,"Alta","Si",1,"Medio","Media","Publica","Positiva",3,"No","Secundaria","Cerca","Femenino",64
23,78,"Alto","Bajo","No",9,65,"Alta","Si",1,"Bajo","Alta","Publica","Neutral",2,"Si","Universitaria","Lejos","Femenino",65
26,88,"Alto","Medio","Si",6,79,"Media","Si",1,"Bajo","Alta","Publica","Neutral",4,"No","Secundaria","Lejos","Masculino",71
11,63,"Medio","Medio","Si",10,100,"Alta","Si",0,"Medio","Media","Publica","Neutral",3,"No","Secundaria","Lejos","Femenino",61
26,94,"Bajo","Bajo","Si",9,55,"Baja","Si",2,"Alto","Media","Publica","Neutral",3,"No","Secundaria","Cerca","Masculino",69
20,91,"Alto","Medio","No",7,74,"Media","Si",1,"Medio","Media","Publica","Neutral",4,"No","Secundaria","Moderado","Masculino",69
27,70,"Medio","Medio","No",7,80,"Baja","Si",1,"Bajo","Media","Publica","Neutral",3,"No","Secundaria","Cerca","Femenino",66
20,91,"Alto","Medio","No",6,91,"Media","Si",3,"Alto","Alta","Publica","Neutral",2,"No","Secundaria","Cerca","Masculino",72
5,61,"Alto","Medio","No",9,84,"Alta","Si",1,"Medio","Media","Publica","Neutral",3,"No","Universitaria","Cerca","Masculino",60
19,69,"Bajo","Bajo","No",7,90,"Media","Si",0,"Bajo","Media","Publica","Neutral",1,"No","Universitaria","Cerca","Masculino",62
26,63,"Medio","Medio","Si",5,76,"Media","Si",3,"Medio","Alta","Publica","Neutral",5,"Si","Secundaria","Cerca","Femenino",66
15,91,"Medio","Alto","Si",4,72,"Baja","Si",1,"Alto","Alta","Privada","Neutral",2,"No","Secundaria","Cerca","Masculino",69
18,90,"Alto","Medio","No",7,81,"Media","Si",2,"Medio","Baja","Publica","Negativa",3,"No","Postgrado","Moderado","Masculino",69
19,93,"Medio","Alto","No",7,95,"Baja","Si",3,"Medio","Media","Privada","Negativa",3,"No","Secundaria","Cerca","Femenino",71
3,60,"Medio","Bajo","Si",6,78,"Baja","Si",1,"Bajo","Media","Publica","Positiva",1,"No","Postgrado","Cerca","Femenino",57
30,80,"Alto","Alto","No",5,80,"Media","Si",0,"Bajo","Media","Privada","Positiva",4,"No","Postgrado","Cerca","Femenino",72
15,88,"Bajo","Medio","Si",4,67,"Media","Si",1,"Medio","Alta","Privada","Positiva",4,"No","Secundaria","Lejos","Femenino",66
23,66,"Medio","Medio","Si",6,80,"Media","Si",1,"Medio","Media","Publica","Positiva",3,"No","Universitaria","Cerca","Femenino",66
19,86,"Medio","Medio","No",6,81,"Media","Si",3,"Medio","Alta","Publica","Neutral",3,"No","Universitaria","Cerca","Masculino",70
28,63,"Medio","Medio","No",8,88,"Media","Si",2,"Bajo","Alta","Publica","Positiva",2,"No","Secundaria","Cerca","Masculino",67
22,67,"Medio","Medio","Si",7,79,"Media","Si",1,"Medio","Baja","Privada","Neutral",3,"No","Universitaria","Moderado","Femenino",65
19,79,"Medio","Medio","Si",9,60,"Baja","Si",1,"Bajo","Media","Publica","Neutral",3,"Si","Secundaria","Cerca","Femenino",63
15,86,"Alto","Bajo","No",8,79,"Media","Si",3,"Bajo","Media","Publica","Positiva",3,"No","Universitaria","Cerca","Femenino",68
25,66,"Bajo","Medio","Si",8,65,"Media","Si",0,"Medio","Media","Publica","Positiva",3,"Si","Secundaria","Cerca","Masculino",63
9,67,"Medio","Alto","Si",8,54,"Media","Si",3,"Medio","Alta","Privada","Positiva",5,"No","Universitaria","Moderado","Masculino",63
24,68,"Medio","Medio","Si",5,91,"Alta","Si",1,"Alto","Media","Publica","Negativa",4,"No","Universitaria","Cerca","Femenino",68
13,70,"Medio","Medio","Si",6,53,"Media","Si",2,"Bajo","Media","Publica","Negativa",0,"Si","Universitaria","Moderado","Femenino",60
28,69,"Medio","Medio","No",10,82,"Alta","Si",0,"Medio","Media","Privada","Neutral",2,"No","Secundaria","Cerca","Femenino",67
21,76,"Bajo","Bajo","Si",4,99,"Alta","Si",0,"Bajo","Baja","Publica","Positiva",3,"No","Universitaria","Lejos","Masculino",65
24,86,"Alto","Bajo","Si",7,54,"Media","Si",0,"Bajo","Alta","Publica","Neutral",2,"No","Universitaria","Cerca","Masculino",68
20,78,"Medio","Bajo","No",8,61,"Media","Si",0,"Medio","Media","Publica","Neutral",2,"Si","Secundaria","Moderado","Femenino",62
9,91,"Medio","Bajo","No",4,88,"Baja","Si",2,"Medio","Media","Publica","Neutral",4,"Si","Postgrado","Cerca","Femenino",65
15,89,"Medio","Medio","Si",6,55,"Alta","Si",1,"Bajo","Media","Privada","Positiva",3,"No","Secundaria","Cerca","Masculino",66
24,65,"Medio","Medio","Si",10,92,"Baja","Si",3,"Medio","Alta","Publica","Neutral",4,"No","Secundaria","Cerca","Masculino",67
21,62,"Bajo","Alto","Si",7,50,"Baja","No",1,"Alto","Media","Publica","Negativa",2,"No","Secundaria","Moderado","Femenino",60
27,95,"Bajo","Alto","Si",6,94,"Alta","Si",2,"Medio","Media","Publica","Neutral",4,"No","Postgrado","Lejos","Femenino",74
