"Horas_Estudio","Asistencia","Acceso_Recursos","Actividades_Extracurriculares","Horas_Sueno","Puntuaciones_Previas","Acceso_Internet","Sesiones_Tutoria","Ingresos_Familiares","Influencia_Companeros","Actividad_Fisica","Discapacidades_Aprendizaje","Nivel_Educativo_Padres","Distancia_Hogar","Sexo","Puntuacion_Examen","Sesiones_Tutoria_log","Asistencia_log","Asistencia_sqrt","Asistencia_boxcox","Nivel_Motivacion_Media","Nivel_Motivacion_Alta","Involucramiento_Parental_Medio","Involucramiento_Parental_Alto","Calidad_Profesor_Media","Calidad_Profesor_Alta","Tipo_Escuela_Privada"
9,81,"Medio","Si",7,99,"Si",2,"Bajo","Neutral",3,"No","Secundaria","Moderado","Femenino",64,1.09861228866811,4.40671924726425,9,29.5343173821803,1,0,1,0,1,0,0
29,60,"Alto","No",7,63,"Si",0,"Bajo","Negativa",4,"No","Postgrado","Cerca","Masculino",64,0,4.11087386417331,7.74596669241483,23.6676209733059,1,0,0,0,1,0,0
13,60,"Bajo","No",10,64,"Si",1,"Medio","Neutral",4,"No","Universitaria","Lejos","Masculino",59,0.693147180559945,4.11087386417331,7.74596669241483,23.6676209733059,0,0,0,1,1,0,0
16,64,"Alto","Si",7,70,"Si",5,"Bajo","Positiva",4,"No","Secundaria","Moderado","Masculino",65,1.79175946922805,4.17438726989564,8,24.8273909713608,1,0,1,0,0,0,0
22,64,"Medio","Si",10,77,"Si",1,"Bajo","Positiva",3,"No","Secundaria","Moderado","Masculino",66,0.693147180559945,4.17438726989564,8,24.8273909713608,1,0,0,1,0,1,0
13,88,"Medio","Si",4,68,"Si",1,"Alto","Positiva",2,"No","Secundaria","Cerca","Femenino",67,0.693147180559945,4.48863636973214,9.38083151964686,31.3839670841923,0,1,1,0,1,0,0
11,68,"Medio","Si",5,87,"Si",1,"Bajo","Positiva",4,"Si","Secundaria","Lejos","Masculino",62,0.693147180559945,4.23410650459726,8.24621125123532,25.9656018732522,1,0,0,1,1,0,0
7,96,"Bajo","No",6,50,"Si",1,"Alto","Negativa",3,"No","Universitaria","Cerca","Masculino",65,0.693147180559945,4.57471097850338,9.79795897113271,33.4446303869241,1,0,0,1,1,0,1
17,99,"Medio","No",10,86,"Si",1,"Medio","Positiva",2,"No","Universitaria","Cerca","Masculino",70,0.693147180559945,4.60517018598809,9.9498743710662,34.2039533818444,0,0,1,0,1,0,1
38,98,"Medio","No",6,94,"Si",2,"Bajo","Negativa",4,"No","Postgrado","Cerca","Femenino",75,1.09861228866811,4.59511985013459,9.89949493661167,33.9516228179442,1,0,0,0,0,0,0
14,71,"Alto","Si",8,89,"Si",0,"Medio","Neutral",3,"No","Postgrado","Cerca","Femenino",66,0,4.27666611901606,8.42614977317636,26.8061042870553,1,0,0,1,1,0,0
14,80,"Medio","No",10,56,"Si",1,"Bajo","Positiva",3,"No","Postgrado","Moderado","Femenino",65,0.693147180559945,4.39444915467244,8.94427190999916,29.2662386722107,0,0,0,1,1,0,0
17,67,"Medio","No",9,97,"Si",1,"Medio","Neutral",3,"No","Postgrado","Moderado","Femenino",64,0.693147180559945,4.21950770517611,8.18535277187245,25.6829769762357,1,0,1,0,0,0,0
21,92,"Bajo","No",6,76,"Si",2,"Bajo","Positiva",5,"No","Universitaria","Cerca","Masculino",70,1.09861228866811,4.53259949315326,9.59166304662544,32.4210206311119,0,0,0,1,1,0,0
17,96,"Alto","Si",8,87,"Si",0,"Medio","Positiva",5,"No","Secundaria","Moderado","Masculino",71,0,4.57471097850338,9.79795897113271,33.4446303869241,1,0,1,0,1,0,1
24,94,"Medio","No",8,60,"Si",0,"Medio","Neutral",3,"No","Secundaria","Cerca","Masculino",68,0,4.55387689160054,9.69535971483266,32.9344590650483,0,0,0,0,1,0,0
14,77,"Medio","Si",6,77,"Si",1,"Bajo","Neutral",2,"No","Universitaria","Cerca","Masculino",64,0.693147180559945,4.35670882668959,8.77496438739212,28.4558923484917,0,0,1,0,0,1,1
12,90,"Alto","No",8,67,"Si",2,"Bajo","Neutral",3,"No","Secundaria","Cerca","Femenino",67,1.09861228866811,4.51085950651685,9.48683298050514,31.9042224374586,0,0,0,1,0,0,0
9,64,"Alto","Si",6,99,"Si",6,"Bajo","Positiva",6,"Si","Secundaria","Moderado","Masculino",65,1.94591014905531,4.17438726989564,8,24.8273909713608,1,0,1,0,0,1,0
7,62,"Medio","Si",7,74,"Si",3,"Medio","Neutral",3,"No","Postgrado","Cerca","Femenino",62,1.38629436111989,4.14313472639153,7.87400787401181,24.2503124054604,1,0,0,1,1,0,0
17,90,"Alto","Si",5,88,"Si",1,"Medio","Negativa",1,"No","Universitaria","Cerca","Femenino",68,0.693147180559945,4.51085950651685,9.48683298050514,31.9042224374586,0,0,0,0,1,0,0
18,77,"Medio","Si",4,80,"Si",1,"Medio","Negativa",2,"No","Universitaria","Cerca","Masculino",66,0.693147180559945,4.35670882668959,8.77496438739212,28.4558923484917,1,0,0,1,0,0,1
16,100,"Alto","Si",7,55,"Si",1,"Bajo","Negativa",2,"Si","Universitaria","Moderado","Masculino",69,0.693147180559945,4.61512051684126,10,34.4555204501369,0,1,0,1,1,0,0
27,64,"Medio","Si",7,77,"Si",3,"Alto","Neutral",4,"No","Secundaria","Moderado","Masculino",68,1.38629436111989,4.17438726989564,8,24.8273909713608,0,1,1,0,1,0,0
27,94,"Bajo","No",5,77,"Si",0,"Medio","Positiva",2,"No","Universitaria","Cerca","Femenino",71,0,4.55387689160054,9.69535971483266,32.9344590650483,1,0,1,0,0,1,0
18,79,"Alto","Si",8,86,"Si",3,"Bajo","Neutral",4,"No","Universitaria","Cerca","Femenino",68,1.38629436111989,4.38202663467388,8.88819441731559,28.9971527495702,1,0,1,0,0,0,0
9,93,"Bajo","Si",7,66,"Si",0,"Bajo","Neutral",2,"No","Universitaria","Moderado","Masculino",64,0,4.54329478227,9.64365076099295,32.6781539201505,1,0,0,1,0,0,1
17,93,"Medio","No",8,93,"Si",0,"Bajo","Negativa",3,"No","Universitaria","Moderado","Masculino",66,0,4.54329478227,9.64365076099295,32.6781539201505,0,0,0,0,1,0,0
16,97,"Bajo","Si",8,81,"Si",0,"Alto","Positiva",2,"No","Secundaria","Cerca","Masculino",70,0,4.58496747867057,9.8488578017961,33.6985186145644,0,1,1,0,0,1,1
16,72,"Medio","No",9,52,"Si",1,"Medio","Negativa",1,"Si","Universitaria","Moderado","Femenino",60,0.693147180559945,4.29045944114839,8.48528137423857,27.0838897841752,1,0,0,0,0,1,0
16,98,"Medio","Si",8,85,"Si",0,"Bajo","Positiva",2,"No","Universitaria","Lejos","Masculino",69,0,4.59511985013459,9.89949493661167,33.9516228179442,0,0,1,0,0,1,0
16,66,"Medio","Si",7,95,"Si",1,"Medio","Positiva",4,"No","Universitaria","Cerca","Masculino",65,0.693147180559945,4.20469261939097,8.12403840463596,25.3990837029176,0,0,1,0,1,0,0
18,63,"Alto","Si",7,84,"Si",1,"Medio","Neutral",2,"No","Secundaria","Cerca","Femenino",66,0.693147180559945,4.15888308335967,7.93725393319377,24.5395387185845,1,0,0,1,0,1,0
16,77,"Bajo","No",10,69,"Si",1,"Medio","Neutral",3,"No","Secundaria","Cerca","Femenino",64,0.693147180559945,4.35670882668959,8.77496438739212,28.4558923484917,1,0,1,0,1,0,1
21,93,"Alto","No",8,80,"Si",0,"Alto","Positiva",1,"No","Universitaria","Moderado","Femenino",71,0,4.54329478227,9.64365076099295,32.6781539201505,1,0,1,0,0,1,0
22,79,"Bajo","No",7,59,"Si",0,"Medio","Positiva",3,"No","Universitaria","Cerca","Masculino",66,0,4.38202663467388,8.88819441731559,28.9971527495702,1,0,0,1,1,0,0
15,93,"Bajo","Si",7,80,"Si",0,"Bajo","Positiva",3,"No","Secundaria","Cerca","Femenino",66,0,4.54329478227,9.64365076099295,32.6781539201505,0,0,1,0,1,0,0
28,89,"Medio","No",6,75,"Si",1,"Bajo","Negativa",3,"No","Secundaria","Moderado","Masculino",68,0.693147180559945,4.49980967033027,9.4339811320566,31.6445331884519,1,0,1,0,0,0,1
14,68,"Alto","No",5,51,"Si",1,"Alto","Neutral",5,"Si","Secundaria","Moderado","Masculino",63,0.693147180559945,4.23410650459726,8.24621125123532,25.9656018732522,0,1,0,1,1,0,0
10,98,"Bajo","Si",10,66,"Si",1,"Bajo","Negativa",2,"No","Universitaria","Cerca","Femenino",66,0.693147180559945,4.59511985013459,9.89949493661167,33.9516228179442,0,0,1,0,0,1,0
22,62,"Medio","No",8,60,"No",0,"Medio","Positiva",2,"No","Universitaria","Cerca","Masculino",61,0,4.14313472639153,7.87400787401181,24.2503124054604,0,0,0,0,0,1,0
15,96,"Bajo","No",5,70,"Si",4,"Bajo","Positiva",3,"No","Universitaria","Cerca","Masculino",70,1.6094379124341,4.57471097850338,9.79795897113271,33.4446303869241,0,1,1,0,0,1,1
22,72,"Alto","Si",7,62,"Si",5,"Alto","Neutral",2,"No","Universitaria","Moderado","Femenino",68,1.79175946922805,4.29045944114839,8.48528137423857,27.0838897841752,0,0,1,0,1,0,1
6,80,"Medio","Si",9,92,"Si",5,"Bajo","Neutral",2,"No","Postgrado","Moderado","Masculino",65,1.79175946922805,4.39444915467244,8.94427190999916,29.2662386722107,0,0,1,0,1,0,0
28,77,"Medio","No",6,85,"Si",0,"Bajo","Negativa",1,"No","Postgrado","Cerca","Femenino",69,0,4.35670882668959,8.77496438739212,28.4558923484917,0,1,0,1,1,0,0
24,67,"Alto","Si",6,87,"Si",0,"Medio","Positiva",4,"No","Universitaria","Cerca","Masculino",67,0,4.21950770517611,8.18535277187245,25.6829769762357,0,0,1,0,1,0,0
11,74,"Medio","No",8,68,"Si",0,"Medio","Positiva",3,"No","Secundaria","Moderado","Masculino",62,0,4.31748811353631,8.60232526704263,27.6360160846992,0,0,0,1,1,0,0
11,68,"Alto","Si",8,50,"Si",2,"Bajo","Positiva",4,"No","Secundaria","Cerca","Femenino",61,1.09861228866811,4.23410650459726,8.24621125123532,25.9656018732522,0,0,0,0,0,1,1
16,67,"Medio","Si",6,88,"Si",0,"Alto","Neutral",3,"No","Universitaria","Cerca","Masculino",65,0,4.21950770517611,8.18535277187245,25.6829769762357,1,0,0,1,0,0,0
15,80,"Medio","No",8,80,"Si",1,"Bajo","Neutral",4,"No","Secundaria","Moderado","Femenino",65,0.693147180559945,4.39444915467244,8.94427190999916,29.2662386722107,1,0,0,1,1,0,0
6,92,"Medio","Si",5,77,"Si",1,"Bajo","Positiva",4,"No","Secundaria","Cerca","Masculino",66,0.693147180559945,4.53259949315326,9.59166304662544,32.4210206311119,1,0,1,0,0,1,0
18,83,"Alto","Si",6,64,"No",1,"Medio","Negativa",3,"No","Secundaria","Cerca","Femenino",66,0.693147180559945,4.43081679884331,9.1104335791443,30.0675172565702,0,0,1,0,0,1,1
19,96,"Medio","Si",7,54,"Si",1,"Bajo","Neutral",3,"No","Universitaria","Cerca","Masculino",69,0.693147180559945,4.57471097850338,9.79795897113271,33.4446303869241,0,1,1,0,1,0,0
24,85,"Alto","No",8,89,"Si",1,"Bajo","Neutral",3,"No","Secundaria","Moderado","Femenino",70,0.693147180559945,4.45434729625351,9.21954445729289,30.5968761463216,1,0,0,1,1,0,0
12,88,"Medio","No",6,52,"No",1,"Medio","Negativa",1,"No","Secundaria","Cerca","Masculino",63,0.693147180559945,4.48863636973214,9.38083151964686,31.3839670841923,0,0,0,1,0,1,0
11,87,"Medio","No",8,53,"Si",1,"Medio","Positiva",3,"No","Secundaria","Cerca","Femenino",64,0.693147180559945,4.47733681447821,9.32737905308882,31.1225111484748,0,1,0,0,1,0,0
23,78,"Bajo","No",9,65,"Si",1,"Bajo","Neutral",2,"Si","Universitaria","Lejos","Femenino",65,0.693147180559945,4.36944785246702,8.83176086632785,28.7270430074796,0,1,0,1,0,1,0
26,88,"Medio","Si",6,79,"Si",1,"Bajo","Neutral",4,"No","Secundaria","Lejos","Masculino",71,0.693147180559945,4.48863636973214,9.38083151964686,31.3839670841923,1,0,0,1,0,1,0
11,63,"Medio","Si",10,100,"Si",0,"Medio","Neutral",3,"No","Secundaria","Lejos","Femenino",61,0,4.15888308335967,7.93725393319377,24.5395387185845,0,1,1,0,1,0,0
26,94,"Bajo","Si",9,55,"Si",2,"Alto","Neutral",3,"No","Secundaria","Cerca","Masculino",69,1.09861228866811,4.55387689160054,9.69535971483266,32.9344590650483,0,0,0,0,1,0,0
20,91,"Medio","No",7,74,"Si",1,"Medio","Neutral",4,"No","Secundaria","Moderado","Masculino",69,0.693147180559945,4.52178857704904,9.53939201416946,32.1630474763355,1,0,0,1,1,0,0
27,70,"Medio","No",7,80,"Si",1,"Bajo","Neutral",3,"No","Secundaria","Cerca","Femenino",66,0.693147180559945,4.26267987704132,8.36660026534076,26.5271425203459,0,0,1,0,1,0,0
20,91,"Medio","No",6,91,"Si",3,"Alto","Neutral",2,"No","Secundaria","Cerca","Masculino",72,1.38629436111989,4.52178857704904,9.53939201416946,32.1630474763355,1,0,0,1,0,1,0
5,61,"Medio","No",9,84,"Si",1,"Medio","Neutral",3,"No","Universitaria","Cerca","Masculino",60,0.693147180559945,4.12713438504509,7.81024967590665,23.959683148738,0,1,0,1,1,0,0
19,69,"Bajo","No",7,90,"Si",0,"Bajo","Neutral",1,"No","Universitaria","Cerca","Masculino",62,0,4.24849524204936,8.30662386291807,26.2469825906804,1,0,0,0,1,0,0
26,63,"Medio","Si",5,76,"Si",3,"Medio","Neutral",5,"Si","Secundaria","Cerca","Femenino",66,1.38629436111989,4.15888308335967,7.93725393319377,24.5395387185845,1,0,1,0,0,1,0
15,91,"Alto","Si",4,72,"Si",1,"Alto","Neutral",2,"No","Secundaria","Cerca","Masculino",69,0.693147180559945,4.52178857704904,9.53939201416946,32.1630474763355,0,0,1,0,0,1,1
18,90,"Medio","No",7,81,"Si",2,"Medio","Negativa",3,"No","Postgrado","Moderado","Masculino",69,1.09861228866811,4.51085950651685,9.48683298050514,31.9042224374586,1,0,0,1,0,0,0
19,93,"Alto","No",7,95,"Si",3,"Medio","Negativa",3,"No","Secundaria","Cerca","Femenino",71,1.38629436111989,4.54329478227,9.64365076099295,32.6781539201505,0,0,1,0,1,0,1
3,60,"Bajo","Si",6,78,"Si",1,"Bajo","Positiva",1,"No","Postgrado","Cerca","Femenino",57,0.693147180559945,4.11087386417331,7.74596669241483,23.6676209733059,0,0,1,0,1,0,0
30,80,"Alto","No",5,80,"Si",0,"Bajo","Positiva",4,"No","Postgrado","Cerca","Femenino",72,0,4.39444915467244,8.94427190999916,29.2662386722107,1,0,0,1,1,0,1
15,88,"Medio","Si",4,67,"Si",1,"Medio","Positiva",4,"No","Secundaria","Lejos","Femenino",66,0.693147180559945,4.48863636973214,9.38083151964686,31.3839670841923,1,0,0,0,0,1,1
23,66,"Medio","Si",6,80,"Si",1,"Medio","Positiva",3,"No","Universitaria","Cerca","Femenino",66,0.693147180559945,4.20469261939097,8.12403840463596,25.3990837029176,1,0,1,0,1,0,0
19,86,"Medio","No",6,81,"Si",3,"Medio","Neutral",3,"No","Universitaria","Cerca","Masculino",70,1.38629436111989,4.46590811865458,9.2736184954957,30.8601520614316,1,0,1,0,0,1,0
28,63,"Medio","No",8,88,"Si",2,"Bajo","Positiva",2,"No","Secundaria","Cerca","Masculino",67,1.09861228866811,4.15888308335967,7.93725393319377,24.5395387185845,1,0,1,0,0,1,0
22,67,"Medio","Si",7,79,"Si",1,"Medio","Neutral",3,"No","Universitaria","Moderado","Femenino",65,0.693147180559945,4.21950770517611,8.18535277187245,25.6829769762357,1,0,1,0,0,0,1
19,79,"Medio","Si",9,60,"Si",1,"Bajo","Neutral",3,"Si","Secundaria","Cerca","Femenino",63,0.693147180559945,4.38202663467388,8.88819441731559,28.9971527495702,0,0,1,0,1,0,0
15,86,"Bajo","No",8,79,"Si",3,"Bajo","Positiva",3,"No","Universitaria","Cerca","Femenino",68,1.38629436111989,4.46590811865458,9.2736184954957,30.8601520614316,1,0,0,1,1,0,0
25,66,"Medio","Si",8,65,"Si",0,"Medio","Positiva",3,"Si","Secundaria","Cerca","Masculino",63,0,4.20469261939097,8.12403840463596,25.3990837029176,1,0,0,0,1,0,0
9,67,"Alto","Si",8,54,"Si",3,"Medio","Positiva",5,"No","Universitaria","Moderado","Masculino",63,1.38629436111989,4.21950770517611,8.18535277187245,25.6829769762357,1,0,1,0,0,1,1
24,68,"Medio","Si",5,91,"Si",1,"Alto","Negativa",4,"No","Universitaria","Cerca","Femenino",68,0.693147180559945,4.23410650459726,8.24621125123532,25.9656018732522,0,1,1,0,1,0,0
13,70,"Medio","Si",6,53,"Si",2,"Bajo","Negativa",0,"Si","Universitaria","Moderado","Femenino",60,1.09861228866811,4.26267987704132,8.36660026534076,26.5271425203459,1,0,1,0,1,0,0
28,69,"Medio","No",10,82,"Si",0,"Medio","Neutral",2,"No","Secundaria","Cerca","Femenino",67,0,4.24849524204936,8.30662386291807,26.2469825906804,0,1,1,0,1,0,1
21,76,"Bajo","Si",4,99,"Si",0,"Bajo","Positiva",3,"No","Universitaria","Lejos","Masculino",65,0,4.34380542185368,8.71779788708135,28.1836831634198,0,1,0,0,0,0,0
24,86,"Bajo","Si",7,54,"Si",0,"Bajo","Neutral",2,"No","Universitaria","Cerca","Masculino",68,0,4.46590811865458,9.2736184954957,30.8601520614316,1,0,0,1,0,1,0
20,78,"Bajo","No",8,61,"Si",0,"Medio","Neutral",2,"Si","Secundaria","Moderado","Femenino",62,0,4.36944785246702,8.83176086632785,28.7270430074796,1,0,1,0,1,0,0
9,91,"Bajo","No",4,88,"Si",2,"Medio","Neutral",4,"Si","Postgrado","Cerca","Femenino",65,1.09861228866811,4.52178857704904,9.53939201416946,32.1630474763355,0,0,1,0,1,0,0
15,89,"Medio","Si",6,55,"Si",1,"Bajo","Positiva",3,"No","Secundaria","Cerca","Masculino",66,0.693147180559945,4.49980967033027,9.4339811320566,31.6445331884519,0,1,1,0,1,0,1
24,65,"Medio","Si",10,92,"Si",3,"Medio","Neutral",4,"No","Secundaria","Cerca","Masculino",67,1.38629436111989,4.18965474202643,8.06225774829855,25.1138970113555,0,0,1,0,0,1,0
21,62,"Alto","Si",7,50,"No",1,"Alto","Negativa",2,"No","Secundaria","Moderado","Femenino",60,0.693147180559945,4.14313472639153,7.87400787401181,24.2503124054604,0,0,0,0,1,0,0
27,95,"Alto","Si",6,94,"Si",2,"Medio","Neutral",4,"No","Postgrado","Lejos","Femenino",74,1.09861228866811,4.56434819146784,9.74679434480896,33.1899475010386,0,1,0,0,1,0,0
22,63,"Bajo","Si",7,53,"Si",1,"Alto","Neutral",4,"No","Secundaria","Cerca","Masculino",62,0.693147180559945,4.15888308335967,7.93725393319377,24.5395387185845,1,0,0,0,1,0,0
14,66,"Medio","Si",6,96,"Si",0,"Alto","Negativa",3,"No","Universitaria","Moderado","Masculino",61,0,4.20469261939097,8.12403840463596,25.3990837029176,0,0,0,0,1,0,0
15,61,"Medio","No",10,93,"Si",0,"Medio","Neutral",4,"No","Secundaria","Cerca","Masculino",63,0,4.12713438504509,7.81024967590665,23.959683148738,0,1,1,0,0,1,0
21,85,"Bajo","No",6,77,"Si",2,"Bajo","Neutral",3,"No","Universitaria","Lejos","Masculino",66,1.09861228866811,4.45434729625351,9.21954445729289,30.5968761463216,1,0,1,0,1,0,0
6,83,"Medio","No",6,89,"Si",1,"Bajo","Positiva",4,"No","Postgrado","Cerca","Femenino",65,0.693147180559945,4.43081679884331,9.1104335791443,30.0675172565702,1,0,1,0,1,0,0
30,99,"Medio","No",5,54,"Si",0,"Medio","Positiva",3,"No","Postgrado","Cerca","Masculino",72,0,4.60517018598809,9.9498743710662,34.2039533818444,1,0,0,0,1,0,1
23,95,"Medio","No",7,57,"Si",1,"Bajo","Neutral",2,"No","Secundaria","Cerca","Femenino",70,0.693147180559945,4.56434819146784,9.74679434480896,33.1899475010386,1,0,0,1,1,0,1
27,76,"Alto","Si",7,68,"Si",1,"Medio","Neutral",3,"No","Postgrado","Moderado","Femenino",71,0.693147180559945,4.34380542185368,8.71779788708135,28.1836831634198,1,0,0,1,1,0,0
11,75,"Alto","Si",9,77,"No",1,"Alto","Neutral",2,"Si","Universitaria","Moderado","Masculino",64,0.693147180559945,4.33073334028633,8.66025403784439,27.9103973090706,1,0,0,1,0,1,1
27,72,"Alto","No",5,93,"Si",1,"Alto","Positiva",2,"No","Universitaria","Cerca","Masculino",70,0.693147180559945,4.29045944114839,8.48528137423857,27.0838897841752,0,0,1,0,1,0,0
33,66,"Medio","No",8,77,"Si",2,"Medio","Neutral",3,"No","Secundaria","Cerca","Masculino",68,1.09861228866811,4.20469261939097,8.12403840463596,25.3990837029176,1,0,1,0,0,0,0
12,66,"Alto","Si",7,83,"No",1,"Medio","Neutral",3,"No","Secundaria","Cerca","Masculino",61,0.693147180559945,4.20469261939097,8.12403840463596,25.3990837029176,1,0,0,0,1,0,0
25,65,"Medio","Si",4,84,"Si",1,"Alto","Positiva",2,"No","Secundaria","Cerca","Masculino",68,0.693147180559945,4.18965474202643,8.06225774829855,25.1138970113555,0,1,0,1,1,0,0
20,65,"Medio","No",6,94,"Si",1,"Bajo","Positiva",2,"No","Postgrado","Cerca","Femenino",64,0.693147180559945,4.18965474202643,8.06225774829855,25.1138970113555,1,0,0,0,0,1,0
11,70,"Alto","Si",6,89,"Si",2,"Medio","Positiva",4,"No","Secundaria","Cerca","Femenino",64,1.09861228866811,4.26267987704132,8.36660026534076,26.5271425203459,0,0,1,0,1,0,0
23,72,"Alto","Si",10,99,"Si",2,"Medio","Neutral",4,"No","Postgrado","Cerca","Femenino",71,1.09861228866811,4.29045944114839,8.48528137423857,27.0838897841752,1,0,1,0,0,1,1
25,98,"Alto","Si",8,51,"Si",0,"Medio","Positiva",2,"No","Universitaria","Moderado","Femenino",72,0,4.59511985013459,9.89949493661167,33.9516228179442,1,0,1,0,1,0,1
16,83,"Medio","Si",7,60,"Si",0,"Alto","Positiva",1,"No","Universitaria","Moderado","Femenino",66,0,4.43081679884331,9.1104335791443,30.0675172565702,1,0,1,0,1,0,0
27,100,"Medio","Si",4,97,"Si",4,"Bajo","Positiva",3,"No","Secundaria","Cerca","Femenino",74,1.6094379124341,4.61512051684126,10,34.4555204501369,0,0,0,0,0,1,0
10,75,"Medio","Si",4,90,"Si",3,"Medio","Positiva",3,"Si","Postgrado","Moderado","Masculino",65,1.38629436111989,4.33073334028633,8.66025403784439,27.9103973090706,1,0,1,0,0,1,0
11,78,"Alto","No",8,63,"Si",1,"Bajo","Neutral",3,"No","Secundaria","Cerca","Femenino",64,0.693147180559945,4.36944785246702,8.83176086632785,28.7270430074796,0,0,0,1,1,0,0
21,73,"Medio","Si",8,99,"Si",1,"Medio","Positiva",4,"No","Universitaria","Moderado","Masculino",69,0.693147180559945,4.30406509320417,8.54400374531753,27.3605202070912,1,0,0,1,0,1,0
20,67,"Medio","No",6,93,"No",1,"Bajo","Negativa",3,"Si","Universitaria","Cerca","Masculino",62,0.693147180559945,4.21950770517611,8.18535277187245,25.6829769762357,0,0,1,0,1,0,0
16,66,"Medio","Si",7,53,"Si",2,"Medio","Negativa",2,"No","Postgrado","Moderado","Masculino",62,1.09861228866811,4.20469261939097,8.12403840463596,25.3990837029176,0,1,1,0,1,0,0
25,98,"Bajo","Si",7,91,"Si",2,"Bajo","Positiva",3,"No","Postgrado","Cerca","Femenino",72,1.09861228866811,4.59511985013459,9.89949493661167,33.9516228179442,1,0,0,0,0,0,0
23,99,"Alto","No",7,89,"Si",1,"Medio","Neutral",3,"No","Secundaria","Cerca","Femenino",73,0.693147180559945,4.60517018598809,9.9498743710662,34.2039533818444,0,1,1,0,1,0,0
25,62,"Bajo","No",6,61,"Si",1,"Medio","Positiva",4,"No","Postgrado","Moderado","Femenino",64,0.693147180559945,4.14313472639153,7.87400787401181,24.2503124054604,0,1,1,0,1,0,0
19,66,"Medio","No",8,83,"Si",2,"Medio","Neutral",3,"No","Secundaria","Cerca","Femenino",65,1.09861228866811,4.20469261939097,8.12403840463596,25.3990837029176,1,0,1,0,0,1,0
24,77,"Alto","Si",9,99,"Si",1,"Bajo","Positiva",1,"No","Secundaria","Cerca","Masculino",70,0.693147180559945,4.35670882668959,8.77496438739212,28.4558923484917,1,0,0,1,1,0,0
17,67,"Medio","Si",6,84,"Si",1,"Alto","Neutral",3,"No","Postgrado","Moderado","Femenino",66,0.693147180559945,4.21950770517611,8.18535277187245,25.6829769762357,0,1,1,0,0,1,0
32,75,"Alto","No",5,91,"Si",1,"Alto","Positiva",2,"No","Universitaria","Moderado","Femenino",70,0.693147180559945,4.33073334028633,8.66025403784439,27.9103973090706,0,0,0,0,1,0,0
15,65,"Alto","Si",6,55,"Si",2,"Medio","Positiva",3,"No","Secundaria","Cerca","Femenino",63,1.09861228866811,4.18965474202643,8.06225774829855,25.1138970113555,0,0,1,0,1,0,1
33,78,"Bajo","No",7,86,"Si",1,"Bajo","Positiva",4,"No","Secundaria","Cerca","Masculino",69,0.693147180559945,4.36944785246702,8.83176086632785,28.7270430074796,1,0,0,0,0,1,0
20,71,"Medio","Si",8,60,"Si",0,"Medio","Neutral",2,"No","Secundaria","Cerca","Masculino",64,0,4.27666611901606,8.42614977317636,26.8061042870553,0,0,0,1,1,0,0
12,74,"Medio","No",8,54,"Si",2,"Medio","Positiva",5,"No","Postgrado","Moderado","Femenino",63,1.09861228866811,4.31748811353631,8.60232526704263,27.6360160846992,1,0,0,0,1,0,1
28,64,"Medio","No",8,78,"Si",2,"Medio","Negativa",3,"No","Postgrado","Cerca","Masculino",66,1.09861228866811,4.17438726989564,8,24.8273909713608,0,0,1,0,1,0,1
21,77,"Medio","Si",8,88,"Si",2,"Alto","Positiva",1,"No","Universitaria","Moderado","Femenino",68,1.09861228866811,4.35670882668959,8.77496438739212,28.4558923484917,0,0,1,0,1,0,1
25,99,"Medio","Si",7,77,"Si",0,"Alto","Neutral",3,"No","Secundaria","Cerca","Masculino",97,0,4.60517018598809,9.9498743710662,34.2039533818444,1,0,1,0,0,1,0
27,73,"Bajo","No",9,97,"Si",2,"Medio","Neutral",1,"No","Secundaria","Cerca","Femenino",67,1.09861228866811,4.30406509320417,8.54400374531753,27.3605202070912,1,0,0,0,0,1,0
22,95,"Medio","No",7,85,"Si",0,"Medio","Positiva",4,"No","Universitaria","Cerca","Masculino",71,0,4.56434819146784,9.74679434480896,33.1899475010386,1,0,1,0,1,0,1
16,94,"Bajo","Si",8,56,"Si",2,"Bajo","Positiva",2,"No","Universitaria","Cerca","Femenino",66,1.09861228866811,4.55387689160054,9.69535971483266,32.9344590650483,0,0,0,0,0,1,0
26,98,"Bajo","Si",7,97,"Si",2,"Bajo","Neutral",2,"Si","Postgrado","Moderado","Masculino",72,1.09861228866811,4.59511985013459,9.89949493661167,33.9516228179442,1,0,1,0,1,0,0
20,92,"Medio","Si",7,58,"Si",2,"Bajo","Neutral",4,"No","Postgrado","Cerca","Femenino",70,1.09861228866811,4.53259949315326,9.59166304662544,32.4210206311119,0,0,0,1,0,0,0
24,86,"Medio","Si",7,88,"Si",1,"Bajo","Neutral",3,"No","Secundaria","Lejos","Masculino",69,0.693147180559945,4.46590811865458,9.2736184954957,30.8601520614316,1,0,1,0,1,0,0
7,94,"Bajo","Si",9,57,"Si",2,"Medio","Negativa",3,"No","Postgrado","Cerca","Femenino",66,1.09861228866811,4.55387689160054,9.69535971483266,32.9344590650483,0,1,1,0,1,0,0
23,63,"Alto","No",7,100,"Si",2,"Medio","Positiva",3,"No","Postgrado","Cerca","Femenino",69,1.09861228866811,4.15888308335967,7.93725393319377,24.5395387185845,0,0,0,1,0,1,1
